age;availresolution;code;edu;gender;resolution;system;time;vpid;cid
30;768x1004;QJOZDX;Graduate;female;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko) CriOS/50.0.2661.95 Mobile/13F69 Safari/601.1.46";2016-07-05T06:23:27-05:00;226;QJOZDX
32;1440x830;XBIAXO;bachelors degree;female;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:45.0) Gecko/20100101 Firefox/45.0";2016-07-05T07:24:51-04:00;221;XBIAXO
31;375x647;XYMOXV;Professional school;male;375x667;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T07:24:50-04:00;227;XYMOXV
24;1366x728;MGOPEG;some college ;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:25:57-04:00;228;MGOPEG
30;1366x728;LGCSAB;college;female;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36;2016-07-05T06:26:03-05:00;229;LGCSAB
34;1366x728;IXSQBQ;grad school;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:26:18-05:00;230;IXSQBQ
53;1366x728;AJWUGX;college graduate;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; Tablet PC 2.0; rv:11.0) like Gecko";2016-07-05T07:27:38-04:00;231;AJWUGX
53;1024x740;SGWGLB;12;female;1024x768;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36;2016-07-05T06:28:00-05:00;232;SGWGLB
44;1920x1040;QEDAQC;college graduate;female;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:28:14-04:00;234;QEDAQC
24;1366x728;PBWRQT;some college ;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:28:19-04:00;233;PBWRQT
53;1366x728;UIDHIL;college graduate;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:29:27-04:00;236;UIDHIL
31;1600x860;ECTXRJ;some high school;male;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:52:00-06:00;237;ECTXRJ
27;1280x730;JDLRXH;Master s Degree;male;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36";2016-07-05T07:29:12-04:00;235;JDLRXH
53;1024x740;UXYWGO;12;female;1024x768;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36;2016-07-05T06:30:27-05:00;239;UXYWGO
53;1024x740;UXYWGO;12;female;1024x768;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36;2016-07-05T06:30:27-05:00;239;UXYWGO
38;1024x748;XJONNT;Bachelors;female;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_0_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13A404 Safari/601.1";2016-07-05T06:29:59-05:00;238;XJONNT
35;1440x792;GEYOLC;PhD;male;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:30:35-04:00;240;GEYOLC
49;1600x876;ROLZTE;BS;male;1600x900;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T07:30:37-04:00;241;ROLZTE
58;1280x994;SDBUMP;high school;female;1280x1024;"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:32:39-04:00;242;SDBUMP
38;1366x728;KZZDMK;college graduate;male;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:33:20-04:00;243;KZZDMK
38;1366x728;BCOZKZ;bachelors;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko";2016-07-05T06:34:40-05:00;244;BCOZKZ
38;1920x1080;JOTCQK;college;female;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:35:48-04:00;245;JOTCQK
32;1024x556;WMDDWE;Juris Doctor;male;1024x600;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T07:35:54-04:00;246;WMDDWE
30;1440x860;RRGSVY;Bachelor s Degree;female;1440x900;"Mozilla/5.0 (Windows NT 6.1; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:36:32-04:00;247;RRGSVY
38;1366x728;PZRHIQ;bachelors;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko";2016-07-05T06:36:51-05:00;249;PZRHIQ
25;1280x774;PNUVQJ;BS in comp sci;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36";2016-07-05T07:37:10-04:00;250;PNUVQJ
41;1920x1057;NGGOKT;BA;male;1920x1080;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17";2016-07-05T07:36:43-04:00;248;NGGOKT
56;1538x900;FRHYZI;Graduated College;female;1600x900;"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; GWX:RESERVED; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T06:37:31-05:00;251;FRHYZI
25;1920x979;AKQJTW;college ;male;1920x1080;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T12:38:02+01:00;252;AKQJTW
58;1920x1080;NGCQPX;high school;female;1920x1080;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:37:20-04:00;253;NGCQPX
40;1920x1080;APWGIL;Masters;male;1920x1080;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:39:30-04:00;254;APWGIL
43;1440x860;KRAHFX;High School Graduate;male;1440x900;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.60 Safari/537.36";2016-07-05T07:40:18-04:00;256;KRAHFX
41;1366x728;XTUAPR;bachelor s degree;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:39:58-04:00;255;XTUAPR
34;1280x680;STKDFG;Bachelor s degree;female;1280x720;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:40:34-05:00;257;STKDFG
56;1538x900;CNZEOT;Graduated College;female;1600x900;"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; GWX:RESERVED; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T06:41:00-05:00;258;CNZEOT
27;1280x730;CIOUMA;Master s Degree;male;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36";2016-07-05T07:41:24-04:00;260;CIOUMA
30;1920x1040;KDQGVQ;Graduated University;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:41:25-05:00;259;KDQGVQ
33;1440x799;WKWLCV;college;male;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17";2016-07-05T07:41:47-04:00;261;WKWLCV
71;1366x728;SPVKRW;B.S. Degree;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:41:38-04:00;262;SPVKRW
65;1920x1040;VCJNNS;PhD;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:42:45-04:00;263;VCJNNS
65;1920x1040;VCJNNS;PhD;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:42:45-04:00;263;VCJNNS
27;1364x728;ZJHSJN;Bachelor degree;male;1364x768;Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T04:42:58-07:00;264;ZJHSJN
49;1920x1040;FLCVRO;One year of college;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:43:38-05:00;265;FLCVRO
31;1920x1040;XBMFSJ;2 years college;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; GWX:MANAGED; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T06:43:58-05:00;266;XBMFSJ
20;1280x712;KXPKNX;Some College;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T13:44:22+02:00;267;KXPKNX
25;1231x669;GKXXJY;Bachelor s;male;1231x692;"Mozilla/5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.1; InfoPath.3; .NET4.0E; rv:11.0) like Gecko";2016-07-05T07:44:39-04:00;269;GKXXJY
32;1366x721;EMRLAR;Technical school;female;1366x768;"Mozilla/5.0 (X11; CrOS x86_64 8172.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:44:34-04:00;268;EMRLAR
50;1093x574;GJTWRP;MA;female;1093x614;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:45:04-05:00;270;GJTWRP
30;1366x728;LJZYWV;college undergrated;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:45:17-04:00;271;LJZYWV
44;1360x728;TTZLKA;some college;female;1360x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:45:41-05:00;272;TTZLKA
34;320x548;FXECJS;College ;female;320x568;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T07:46:14-04:00;273;FXECJS
35;1680x1050;ELDKGP;Master s Degree;male;1680x1050;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:46:51-04:00;274;ELDKGP
48;1536x832;MYQMUM;College Graduate;male;1536x864;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko";2016-07-05T07:46:58-04:00;275;MYQMUM
43;1280x690;FUGMIL;high school;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:47:10-04:00;276;FUGMIL
36;1366x728;JDTDOT;Degree;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:47:10-05:00;277;JDTDOT
33;1920x1040;HQDOMV;high school;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:47:21-05:00;278;HQDOMV
31;1920x1040;SBTQRW;2 yr college;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:48:29-05:00;279;SBTQRW
47;360x640;KKAJCQ;Trade school ;male;360x640;"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G900P Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36";2016-07-05T07:48:36-04:00;280;KKAJCQ
48;1536x832;GYGUMS;College Graduate;male;1536x864;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko";2016-07-05T07:48:57-04:00;282;GYGUMS
50;1600x850;TXSIBM;Associates Degree;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:48:46-04:00;281;TXSIBM
30;1280x1024;VTLUNK;Masters degree;male;1280x1024;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0; Mozilla Firefox 45.2.0 - 11712-10116";2016-07-05T12:49:11+01:00;283;VTLUNK
58;1600x860;LOCNZC;Associate s Degree;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586";2016-07-05T06:49:29-05:00;284;LOCNZC
24;1366x721;UUGUOX;A level;male;1366x768;"Mozilla/5.0 (X11; CrOS x86_64 7390.61.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36";2016-07-05T12:49:40+01:00;285;UUGUOX
47;1600x860;LIQHYB;high school;female;1600x900;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:50:13-05:00;287;LIQHYB
27;1536x832;OUCALY;MScR;male;1536x864;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T12:50:29+01:00;288;OUCALY
44;375x647;GYMWLE;Some college;female;375x667;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1";2016-07-05T05:50:52-06:00;289;GYMWLE
58;1280x688;JDJWGB;Associate s Degree;female;1280x720;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586";2016-07-05T06:51:31-05:00;291;JDJWGB
32;1366x720;NGXFSZ;Associate degree;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T11:50:57+00:00;290;NGXFSZ
53;1024x748;JHHYRS;College;male;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T07:51:42-04:00;292;JHHYRS
59;1280x932;MCGSSP;12;female;1280x960;"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)";2016-07-05T07:52:14-04:00;294;MCGSSP
26;1280x703;EPGUJF;Bachelor s    4 year college ;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3";2016-07-05T07:52:22-04:00;293;
27;1440x856;JNQIDA;Bachelor s Degree;female;1440x900;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko";2016-07-05T07:52:05-04:00;295;JNQIDA
26;1280x703;EPGUJF;Bachelor s    4 year college ;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3";2016-07-05T07:52:22-04:00;293;
26;1280x703;EPGUJF;Bachelor s    4 year college ;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3";2016-07-05T07:52:22-04:00;293;
26;1280x703;EPGUJF;Bachelor s    4 year college ;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3";2016-07-05T07:52:22-04:00;293;
41;1440x803;JJKGMR;BA;female;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4";2016-07-05T07:52:50-04:00;296;JJKGMR
45;1440x870;ACAEFC;BACHELOR S DEGREE;male;1440x900;"Mozilla/5.0 (Windows NT 5.1; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:49:11-05:00;297;ACAEFC
26;1280x703;CQQZTN;4 year college ;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3";2016-07-05T07:53:35-04:00;298;
42;1440x873;OGTZJV;college graduate;female;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:53:45-04:00;300;OGTZJV
55;1366x728;EWRMEM;BS;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; InfoPath.3; rv:11.0) like Gecko";2016-07-05T07:53:43-04:00;299;EWRMEM
26;1024x720;FSNNVH;Bachelors;female;1024x768;Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T04:54:09-07:00;304;FSNNVH
26;1024x748;UCVTEX;College;male;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T14:54:34+03:00;305;UCVTEX
50;1680x1010;AYYXBG;high school;female;1680x1050;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:54:04-05:00;303;AYYXBG
33;1364x728;QOWEKP;graduate;male;1364x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T14:56:49+03:00;306;QOWEKP
25;1280x984;GOAMTM;college;male;1280x1024;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:57:57-07:00;307;GOAMTM
22;1366x728;XCXJEW;University Graduate ;male;1366x768;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T12:58:08+01:00;309;XCXJEW
34;1097x585;HCEOCD;high school diploma;female;1097x617;"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; HPDTDFJS; rv:11.0) like Gecko";2016-07-05T07:58:27-04:00;310;HCEOCD
51;1280x984;NRCZRY;Bachelor;female;1280x1024;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:58:12-04:00;308;NRCZRY
25;1366x728;VJHWYK;Bsc;male;1366x768;"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T13:58:44+02:00;311;VJHWYK
