age;availresolution;code;edu;gender;resolution;system;time;vpid;cid
49;1024x560;NOEFZG;high school;female;1024x600;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:37:33-06:00;408;NOEFZG
33;1366x728;YYPUNF;some college;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:38:22-04:00;410;YYPUNF
53;1188x633;OOTEOQ;college;female;1188x668;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586";2016-07-05T07:38:21-05:00;409;OOTEOQ
26;1276x777;EPEZED;md;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T08:29:46-04:00;388;EPEZED
50;1366x728;UMEOFG;some college;male;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T08:39:23-04:00;412;UMEOFG
35;640x360;QNNBXC;Masters;male;640x360;"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920P Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36";2016-07-05T08:39:02-04:00;413;QNNBXC
29;768x1004;ZLOHRD;Some college;female;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T08:39:14-04:00;414;ZLOHRD
40;1920x1040;HZUSXP;High School;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:39:28-04:00;415;QMVRLD
35;1920x1040;ITMDFP;Bachelors Degree;female;1920x1080;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T08:39:53-04:00;417;ITMDFP
25;1920x1040;QGKXQU;bachelors ;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:36:53-04:00;406;QGKXQU
46;1366x728;HACWKM;less than high school;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:39:58-05:00;418;HACWKM
46;1366x728;TFLUJD;high school;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:40:15-04:00;420;TFLUJD
27;1366x677;YWQWSG;MA;male;1366x768;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:40:28-05:00;421;YWQWSG
41;1920x1040;SEDKIH;ASSOCIATES DEGREE;female;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:40:16-05:00;419;SEDKIH
29;1024x724;QCDYAO;some college;female;1024x768;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; MS-RTC LM 8; InfoPath.3; rv:11.0) like Gecko";2016-07-05T08:41:06-04:00;425;QCDYAO
46;1680x1050;GRSYSM;bachelor degree;male;1680x1050;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T08:41:05-04:00;423;GRSYSM
32;2560x1400;LFQWGJ;college grad;female;2560x1440;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; MDDRJS; rv:11.0) like Gecko";2016-07-05T07:41:52-05:00;427;LFQWGJ
47;1366x728;VEGYHD;college;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0";2016-07-05T08:44:54-04:00;426;VEGYHD
29;1024x724;PJNZQE;some college;female;1024x768;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; MS-RTC LM 8; InfoPath.3; rv:11.0) like Gecko";2016-07-05T08:41:56-04:00;428;PJNZQE
34;1366x728;PPVUIH;Bachelors ;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T08:42:17-04:00;429;PPVUIH
28;1680x1050;XMDZGW;Bachelor s Degree;female;1680x1050;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36";2016-07-05T08:41:11-04:00;424;XMDZGW
52;1920x1040;SYGTRF;BA;female;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:43:12-05:00;430;SYGTRF
38;1680x1010;FKPBFD;college graduate;female;1680x1050;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:40:28-04:00;431;FKPBFD
46;1202x768;YCODNU;Master of Arts;female;1280x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:44:16-05:00;432;YCODNU
41;1920x1080;BHDKKC;PhD;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:44:38-04:00;433;BHDKKC
48;1360x728;GONGAZ;BSEE;male;1360x768;Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T06:44:44-06:00;435;GONGAZ
19;1440x873;MXGFCI;Some College;male;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:44:48-05:00;434;MXGFCI
34;1366x728;TMPVAV;High School Diploma;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:45:01-04:00;436;TMPVAV
35;1280x706;FKIPGB;Master Degree;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T08:45:37-04:00;437;FKIPGB
60;1440x815;NJKYJD;Masters;female;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17";2016-07-05T08:45:42-04:00;438;NJKYJD
24;1600x860;NDRHBV;Graduate School;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:46:27-04:00;439;NDRHBV
35;1280x984;MBBWGH;bachelors degree;female;1280x1024;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; Media Center PC 6.0; InfoPath.3; GWX:MANAGED; GWX:DOWNLOADED; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T08:46:32-04:00;440;
22;375x647;VPJTRH;Bachelors  4year degree ;female;375x667;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T08:46:35-04:00;441;VPJTRH
27;360x640;UUHPNL;Associate;female;360x640;"Mozilla/5.0 (Linux; Android 4.1.2; Z998 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36";2016-07-05T08:47:04-04:00;442;UUHPNL
67;1920x1050;XENIZM;some college;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:47:36-05:00;443;XENIZM
47;1366x728;IWKSXJ;Master s degree;female;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T08:51:55-04:00;444;IWKSXJ
40;1680x1020;DMGUSW;Masters;male;1680x1050;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; rv:11.0) like Gecko";2016-07-05T08:48:25-04:00;445;DMGUSW
59;1680x1010;SBFRTB;some college,no degree;female;1680x1050;"Mozilla/5.0 (Windows NT 6.3; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T08:51:30-04:00;446;SBFRTB
62;1551x876;NDDSFZ;bs;male;1600x900;"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:51:27-05:00;447;NDDSFZ
25;1920x1040;YVBLUD;Some College;female;1920x1080;"Mozilla/5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko";2016-07-05T08:52:02-04:00;449;YVBLUD
43;1366x721;LGXWQF;Some College;male;1366x768;"Mozilla/5.0 (X11; CrOS x86_64 8172.60.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:52:23-07:00;450;LGXWQF
50;1680x1050;WKMESW;Associates Degree;female;1680x1050;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T08:52:32-04:00;452;WKMESW
32;1280x984;RBQEBS;College graduate  4 year degree ;female;1280x1024;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T08:51:56-04:00;448;RBQEBS
27;1366x728;LUSFEO;associate;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586";2016-07-05T08:52:19-04:00;451;LUSFEO
25;1920x1040;GOVPNK;Some College;female;1920x1080;"Mozilla/5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko";2016-07-05T08:53:51-04:00;454;GOVPNK
39;748x1024;WHHZKG;BA;female;768x1024;"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53";2016-07-05T08:54:59-04:00;455;WHHZKG
48;1365x971;QBCZIW;bachelors degree;male;1365x1024;"Mozilla/5.0 (Windows NT 6.3; Trident/7.0; .NET4.0E; .NET4.0C; GWX:DOWNLOADED; GWX:RESERVED; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-04T16:11:37-07:00;456;
37;1920x1030;SJOAGO;Bachelor Degree;female;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:55:27-05:00;457;SJOAGO
27;1366x728;ULIGSX;associate;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:55:39-04:00;458;ULIGSX
31;1280x774;XNJQDW;Master s;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36";2016-07-05T08:58:34-04:00;459;XNJQDW
32;1600x860;WMVSBN;ged;male;1600x900;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:56:52-04:00;460;WMVSBN
55;1600x850;DGVYPN;BA  Hons  degree;male;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T13:57:48+01:00;461;DGVYPN
55;1600x850;YBZPJO;BA  Hons  degree;male;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T13:59:02+01:00;462;YBZPJO
26;1920x1040;LNEPAD;college;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T08:59:37-04:00;463;LNEPAD
48;1536x824;SUBHCM;BA;female;1536x864;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; InfoPath.3; rv:11.0) like Gecko";2016-07-05T08:00:28-05:00;464;SUBHCM
35;1280x760;PTZFAW;Master;male;1280x800;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:46.0) Gecko/20100101 Firefox/46.0";2016-07-05T18:34:54+05:30;465;PTZFAW
39;1440x830;EXECYX;BA;female;1440x900;"Mozilla/5.0 (Windows NT 6.0; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T09:06:03-04:00;466;EXECYX
51;1680x1010;ITEWWA;Bachelor of Science;male;1680x1050;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36";2016-07-05T08:08:57-05:00;467;ITEWWA
27;534x320;LWYNZN;High School ;female;534x320;"Mozilla/5.0 (Linux; Android 4.4.2; LG-VS450PP Build/KOT49I.VS450PP1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36";2016-07-05T06:09:14-07:00;468;LWYNZN
47;1280x747;EWDVGY;associates;male;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T21:10:11+08:00;469;EWDVGY
64;1600x900;PEINFP;12;male;1600x900;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:12:04-04:00;470;PEINFP
23;1440x804;EZJKNF;Masters;female;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:12:19-04:00;472;EZJKNF
21;1328x745;EPIXYL;College;female;1366x768;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:12:06-04:00;471;EPIXYL
25;1438x777;BLVHUG;Masters;female;1438x808;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; rv:11.0) like Gecko";2016-07-05T09:12:51-04:00;473;BLVHUG
47;1366x728;APUJKV;College graduate;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:13:32-04:00;474;APUJKV
23;1440x873;OPTEFJ;bachelor s;female;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:15:19-04:00;475;OPTEFJ
29;320x480;RWJACR;Associates degree;female;320x480;"Mozilla/5.0 (Linux; Android 4.4.2; VS415PP Build/KOT49I.VS415PP2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.89 Mobile Safari/537.36";2016-07-05T09:16:25-04:00;476;RWJACR
45;1280x984;CQNXQY;college degree;female;1280x1024;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T09:17:33-04:00;477;CQNXQY
60;1920x1050;KIJEAJ;master of science;female;1920x1080;"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36";2016-07-05T09:17:48-04:00;479;KIJEAJ
22;1440x860;DGGAZF;currently in college;female;1440x900;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36";2016-07-05T08:35:41-05:00;480;DGGAZF
36;1920x1080;XILUJA;JD;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:37:29-04:00;481;XILUJA
65;1024x740;DEKMLW;BS degree;male;1024x768;"Mozilla/5.0 (Windows NT 5.1; rv:42.0) Gecko/20100101 Firefox/42.0";2016-07-05T08:41:07-05:00;482;DEKMLW
43;1366x728;ZFQYGF;some college;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T08:43:48-05:00;483;ZFQYGF
24;1600x860;HSXVVH;High School Graduate;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:45:13-04:00;484;HSXVVH
30;768x1004;XIJBHS;Masters degree;female;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T09:48:58-04:00;485;XIJBHS
21;1366x728;PUSJMH;Some college;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T08:50:59-05:00;486;PUSJMH
47;1536x832;CBGDXW;12;male;1536x864;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko";2016-07-05T10:13:27-04:00;487;CBGDXW
27;1920x1080;LYACUF;bachelor;female;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T10:15:10-04:00;488;LYACUF
46;1360x768;JSPMZL;College AS Degree;female;1360x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T10:17:23-04:00;489;JSPMZL
32;1440x860;PMESXV;Undergraduate degree;female;1440x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:27:39-05:00;490;PMESXV
56;2560x1387;XUACRU;BA;female;2560x1440;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; Tablet PC 2.0; rv:11.0) like Gecko";2016-07-05T10:29:32-04:00;491;XUACRU
56;1920x1040;EBMYYE;BA;female;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T10:31:09-04:00;492;EBMYYE
35;1366x768;QKETFJ;BA;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:18:51-06:00;493;QKETFJ
30;1920x1146;SXBQJK;Bachelor s of Science;male;1920x1200;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0";2016-07-05T11:25:18-04:00;494;SXBQJK
38;768x1004;XNGETM;BA;female;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T10:33:17-05:00;495;XNGETM
38;1280x693;EMKMQF;BA;female;1280x720;"Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; .NET CLR 2.0.50727; SLCC2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; GWX:DOWNLOADED; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T10:37:19-05:00;496;EMKMQF
38;1920x1040;IJATVV;BA;female;1920x1080;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T10:39:38-05:00;497;IJATVV
41;1440x860;SBPLUR;bachelors ;female;1440x900;"Mozilla/5.0 (Windows NT 10.0; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T12:39:45-04:00;498;SBPLUR
30;360x640;NCSCZX;4 year college;male;360x640;"Mozilla/5.0 (Linux; Android 5.1.1; VS880 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36";2016-07-05T12:51:47-04:00;500;NCSCZX
23;1920x967;OVTUZX;BA;female;1920x1080;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36";2016-07-05T13:17:46-04:00;501;OVTUZX
